type,gene_id,gene_type,gene_name
gene,ENSG00000243085,processed_pseudogene,ENSG00000243085
gene,ENSG00000176007,processed_pseudogene,FAM220BP
gene,ENSG00000180071,protein_coding,ANKRD18A
gene,ENSG00000273036,transcribed_processed_pseudogene,CYP4F33P
gene,ENSG00000290907,lncRNA,ENSG00000290907
gene,ENSG00000225345,transcribed_unprocessed_pseudogene,SNX18P3
gene,ENSG00000204860,lncRNA,FAM201A
gene,ENSG00000237557,processed_pseudogene,YWHABP1
gene,ENSG00000284612,lncRNA,ENSG00000284612
gene,ENSG00000252725,snRNA,RNU6-765P
gene,ENSG00000283329,protein_coding,FAM240B
gene,ENSG00000228467,lncRNA,ENSG00000228467
gene,ENSG00000287838,lncRNA,ENSG00000287838
gene,ENSG00000234680,unitary_pseudogene,VN2R3P
gene,ENSG00000106714,protein_coding,CNTNAP3
gene,ENSG00000226625,processed_pseudogene,RBM17P1
gene,ENSG00000271454,processed_pseudogene,ENSG00000271454
gene,ENSG00000243695,processed_pseudogene,ENSG00000243695
gene,ENSG00000278825,misc_RNA,RN7SL640P
gene,ENSG00000204849,protein_coding,SPATA31A1
gene,ENSG00000277024,transcribed_processed_pseudogene,ENSG00000277024
gene,ENSG00000215112,lncRNA,FAM74A1
gene,ENSG00000224038,lncRNA,ENSG00000224038
gene,ENSG00000231140,lncRNA,ENSG00000231140
gene,ENSG00000290717,lncRNA,ENSG00000290717
gene,ENSG00000198416,transcribed_unprocessed_pseudogene,ZNF658B
gene,ENSG00000229707,processed_pseudogene,SKP1P3
gene,ENSG00000269692,processed_pseudogene,FKBP4P2
gene,ENSG00000273994,processed_pseudogene,SDR42E1P1
gene,ENSG00000234720,processed_pseudogene,ATP5F1AP8
gene,ENSG00000278175,lncRNA,GLIDR
gene,ENSG00000226108,processed_pseudogene,RAB28P1
gene,ENSG00000232239,processed_pseudogene,RBPJP5
gene,ENSG00000229273,processed_pseudogene,ENSG00000229273
gene,ENSG00000291181,lncRNA,ENSG00000291181
gene,ENSG00000283886,protein_coding,ENSG00000283886
gene,ENSG00000204837,transcribed_unprocessed_pseudogene,FGF7P3
gene,ENSG00000277774,misc_RNA,RN7SL763P
gene,ENSG00000232798,processed_pseudogene,ENSG00000232798
gene,ENSG00000284116,lncRNA,ENSG00000284116
gene,ENSG00000184961,processed_pseudogene,RPL7AP49
gene,ENSG00000237846,processed_pseudogene,ENSG00000237846
gene,ENSG00000230804,unprocessed_pseudogene,CDRT15P14
gene,ENSG00000228136,lncRNA,ENSG00000228136
gene,ENSG00000236966,processed_pseudogene,ENSG00000236966
gene,ENSG00000283211,unprocessed_pseudogene,ENSG00000283211
gene,ENSG00000283246,unprocessed_pseudogene,MEP1AP1
gene,ENSG00000291287,lncRNA,ENSG00000291287
gene,ENSG00000183148,transcribed_unprocessed_pseudogene,ANKRD20A2P
gene,ENSG00000240240,lncRNA,ENSG00000240240
gene,ENSG00000212441,snRNA,RNU6-1269P
gene,ENSG00000290969,lncRNA,ENSG00000290969
gene,ENSG00000234812,processed_pseudogene,ENSG00000234812
gene,ENSG00000231390,unprocessed_pseudogene,SNX18P8
gene,ENSG00000290718,lncRNA,FAM95B1
gene,ENSG00000224681,unprocessed_pseudogene,ENSG00000224681
gene,ENSG00000227069,processed_pseudogene,CNN2P2
gene,ENSG00000232433,processed_pseudogene,GXYLT1P3
gene,ENSG00000274157,processed_pseudogene,ENSG00000274157
gene,ENSG00000278122,unprocessed_pseudogene,AQP7P5
gene,ENSG00000274067,unprocessed_pseudogene,ENSG00000274067
gene,ENSG00000290546,lncRNA,ENSG00000290546
gene,ENSG00000184906,transcribed_unprocessed_pseudogene,ENSG00000184906
gene,ENSG00000276500,lncRNA,BMS1P14
gene,ENSG00000289843,lncRNA,ENSG00000289843
gene,ENSG00000276266,lncRNA,ENSG00000276266
gene,ENSG00000225380,IG_V_pseudogene,IGKV1OR9-2
gene,ENSG00000276963,unprocessed_pseudogene,ENSG00000276963
gene,ENSG00000278331,snRNA,RNU6-156P
gene,ENSG00000275390,lncRNA,ENSG00000275390
gene,ENSG00000276868,processed_pseudogene,ENSG00000276868
gene,ENSG00000275377,miRNA,MIR1299
gene,ENSG00000291075,lncRNA,ENSG00000291075
gene,ENSG00000276291,transcribed_unprocessed_pseudogene,FRG1HP
gene,ENSG00000290923,lncRNA,PGM5P2
gene,ENSG00000280077,TEC,ENSG00000280077
gene,ENSG00000279456,TEC,ENSG00000279456
gene,ENSG00000225655,lncRNA,ENSG00000225655
gene,ENSG00000276462,lncRNA,LINC03025
gene,ENSG00000273514,protein_coding,FOXD4L6
gene,ENSG00000215126,protein_coding,ZNG1F
gene,ENSG00000276029,miRNA,MIR4477A
gene,ENSG00000277049,rRNA,RNA5SP530
gene,ENSG00000279561,TEC,ENSG00000279561
gene,ENSG00000275450,lncRNA,PTGER4P2-CDK2AP2P2
gene,ENSG00000278647,transcribed_processed_pseudogene,CDK2AP2P1
gene,ENSG00000274680,processed_pseudogene,MYO5BP1
gene,ENSG00000276502,lncRNA,ENSG00000276502
gene,ENSG00000290848,lncRNA,ENSG00000290848
gene,ENSG00000276832,transcribed_unprocessed_pseudogene,CDRT15P6
gene,ENSG00000288891,lncRNA,ENSG00000288891
gene,ENSG00000275160,processed_pseudogene,RPL7AP45
gene,ENSG00000277340,processed_pseudogene,ENSG00000277340
gene,ENSG00000276562,misc_RNA,RN7SL565P
gene,ENSG00000288225,processed_pseudogene,ENSG00000288225
gene,ENSG00000278077,processed_pseudogene,ENSG00000278077
gene,ENSG00000278054,processed_pseudogene,ENSG00000278054
gene,ENSG00000276412,lncRNA,ENSG00000276412
gene,ENSG00000275239,lncRNA,FAM242F
gene,ENSG00000274688,processed_pseudogene,ENSG00000274688
gene,ENSG00000278001,processed_pseudogene,ENSG00000278001
gene,ENSG00000275297,lncRNA,ENSG00000275297
gene,ENSG00000154529,protein_coding,CNTNAP3B
gene,ENSG00000237207,processed_pseudogene,RBM17P3
gene,ENSG00000270909,processed_pseudogene,ENSG00000270909
gene,ENSG00000273717,misc_RNA,RN7SL343P
gene,ENSG00000185775,protein_coding,SPATA31A6
gene,ENSG00000239986,processed_pseudogene,ENSG00000239986
gene,ENSG00000277260,lncRNA,FAM74A7
gene,ENSG00000276277,processed_pseudogene,ENSG00000276277
gene,ENSG00000275649,lncRNA,ENSG00000275649
gene,ENSG00000268234,processed_pseudogene,FKBP4P6
gene,ENSG00000277213,processed_pseudogene,SDR42E1P2
gene,ENSG00000234861,processed_pseudogene,ATP5F1AP1
gene,ENSG00000227353,processed_pseudogene,RAB28P3
gene,ENSG00000227924,processed_pseudogene,RBPJP6
gene,ENSG00000237357,lncRNA,FAM88E
gene,ENSG00000212952,processed_pseudogene,ENSG00000212952
gene,ENSG00000229311,lncRNA,ENSG00000229311
gene,ENSG00000204816,unprocessed_pseudogene,FGF7P5
gene,ENSG00000230245,processed_pseudogene,ENSG00000230245
gene,ENSG00000216829,unprocessed_pseudogene,FGF7P4
gene,ENSG00000233424,lncRNA,ENSG00000233424
gene,ENSG00000291170,lncRNA,ENSG00000291170
gene,ENSG00000287276,transcribed_unprocessed_pseudogene,CNTNAP3P7
gene,ENSG00000204818,transcribed_unprocessed_pseudogene,ADGRF5P2
gene,ENSG00000224537,unprocessed_pseudogene,MEP1AP4
gene,ENSG00000291166,lncRNA,ENSG00000291166
gene,ENSG00000286793,transcribed_unprocessed_pseudogene,ENSG00000286793
gene,ENSG00000236816,transcribed_unprocessed_pseudogene,ANKRD20A7P
gene,ENSG00000238529,snRNA,RNU6-599P
gene,ENSG00000273900,processed_pseudogene,ENSG00000273900
gene,ENSG00000275144,unprocessed_pseudogene,SNX18P5
gene,ENSG00000230635,unprocessed_pseudogene,CYP4F60P
gene,ENSG00000229079,processed_pseudogene,ENSG00000229079
gene,ENSG00000213816,processed_pseudogene,CNN2P4
gene,ENSG00000276128,transcribed_processed_pseudogene,ENSG00000276128
gene,ENSG00000277737,unprocessed_pseudogene,ENSG00000277737
gene,ENSG00000291167,lncRNA,ENSG00000291167
gene,ENSG00000286506,transcribed_unprocessed_pseudogene,ENSG00000286506
gene,ENSG00000287800,processed_pseudogene,ENSG00000287800
gene,ENSG00000286916,processed_pseudogene,ENSG00000286916
gene,ENSG00000277598,processed_pseudogene,ENSG00000277598
gene,ENSG00000276581,protein_coding,SPATA31A5
gene,ENSG00000275628,transcribed_processed_pseudogene,ENSG00000275628
gene,ENSG00000274516,transcribed_processed_pseudogene,FAM74A6
gene,ENSG00000276422,lncRNA,ENSG00000276422
gene,ENSG00000278485,processed_pseudogene,ENSG00000278485
gene,ENSG00000283541,unprocessed_pseudogene,ENSG00000283541
gene,ENSG00000276040,protein_coding,SPATA31A7
gene,ENSG00000277412,lncRNA,ENSG00000277412
gene,ENSG00000276149,transcribed_processed_pseudogene,ENSG00000276149
gene,ENSG00000274583,transcribed_processed_pseudogene,FAM74A4
gene,ENSG00000275676,lncRNA,ENSG00000275676
gene,ENSG00000283378,protein_coding,CNTNAP3C
gene,ENSG00000276522,misc_RNA,RN7SL462P
gene,ENSG00000277109,unprocessed_pseudogene,ENSG00000277109
gene,ENSG00000231248,lncRNA,FAM242D
gene,ENSG00000204814,lncRNA,ENSG00000204814
gene,ENSG00000231454,processed_pseudogene,ENSG00000231454
gene,ENSG00000273940,misc_RNA,RN7SL722P
gene,ENSG00000231527,lncRNA,FAM27C
gene,ENSG00000235659,lncRNA,ENSG00000235659
gene,ENSG00000223379,lncRNA,ENSG00000223379
gene,ENSG00000229697,lncRNA,FAM242E
gene,ENSG00000276845,unprocessed_pseudogene,ENSG00000276845
gene,ENSG00000284471,TEC,ENSG00000284471
gene,ENSG00000231995,processed_pseudogene,RPL7AP76
gene,ENSG00000231212,lncRNA,ENSG00000231212
gene,ENSG00000236450,processed_pseudogene,ENSG00000236450
gene,ENSG00000275230,misc_RNA,RN7SL544P
gene,ENSG00000204802,lncRNA,FAM88C
gene,ENSG00000291011,lncRNA,ENSG00000291011
gene,ENSG00000233651,lncRNA,ENSG00000233651
gene,ENSG00000226429,unprocessed_pseudogene,ENSG00000226429
gene,ENSG00000227449,transcribed_unprocessed_pseudogene,FGF7P6
gene,ENSG00000224603,processed_pseudogene,ENSG00000224603
gene,ENSG00000232827,lncRNA,LINC01189
gene,ENSG00000204801,unprocessed_pseudogene,FGF7P7
gene,ENSG00000226007,lncRNA,FAM88F
gene,ENSG00000278213,unprocessed_pseudogene,CNTNAP3P5
gene,ENSG00000234217,processed_pseudogene,RBPJP7
gene,ENSG00000236825,processed_pseudogene,RAB28P2
gene,ENSG00000234451,processed_pseudogene,ENSG00000234451
gene,ENSG00000241571,processed_pseudogene,ATP5F1AP7
gene,ENSG00000234276,processed_pseudogene,SDR42E1P3
gene,ENSG00000235256,processed_pseudogene,FKBP4P7
gene,ENSG00000288838,lncRNA,ENSG00000288838
gene,ENSG00000238113,lncRNA,LINC01410
gene,ENSG00000287168,lncRNA,ENSG00000287168
gene,ENSG00000202474,rRNA_pseudogene,RNA5SP283
gene,ENSG00000229422,lncRNA,ENSG00000229422
gene,ENSG00000184523,transcribed_processed_pseudogene,PTGER4P2
gene,ENSG00000237451,processed_pseudogene,CDK2AP2P2
gene,ENSG00000234665,lncRNA,LERFS
gene,ENSG00000238245,processed_pseudogene,MYO5BP2
gene,ENSG00000227582,transcribed_processed_pseudogene,ADGRF5P1
gene,ENSG00000219693,unprocessed_pseudogene,FGF7P8
gene,ENSG00000170161,lncRNA,FAM88B
gene,ENSG00000273509,unprocessed_pseudogene,CNTNAP3P1
gene,ENSG00000244081,unprocessed_pseudogene,ENSG00000244081
gene,ENSG00000198312,unprocessed_pseudogene,BMS1P9
gene,ENSG00000290573,lncRNA,ENSG00000290573
gene,ENSG00000182021,transcribed_unprocessed_pseudogene,ENSG00000182021
gene,ENSG00000176115,unprocessed_pseudogene,AQP7P4
gene,ENSG00000290549,lncRNA,ENSG00000290549
gene,ENSG00000186466,unprocessed_pseudogene,AQP7P1
gene,ENSG00000228522,transcribed_unprocessed_pseudogene,ENSG00000228522
gene,ENSG00000290559,lncRNA,ENSG00000290559
gene,ENSG00000237238,transcribed_unprocessed_pseudogene,BMS1P10
gene,ENSG00000233555,processed_pseudogene,RPL7AP46
gene,ENSG00000234042,processed_pseudogene,ENSG00000234042
gene,ENSG00000268951,processed_pseudogene,CDRT15P7
gene,ENSG00000224267,lncRNA,ENSG00000224267
gene,ENSG00000225360,processed_pseudogene,ENSG00000225360
gene,ENSG00000228656,processed_pseudogene,MYO5BP3
gene,ENSG00000226020,processed_pseudogene,CDK2AP2P3
gene,ENSG00000239684,processed_pseudogene,PTGER4P3
gene,ENSG00000225411,lncRNA,ENSG00000225411
gene,ENSG00000207277,rRNA_pseudogene,RNA5SP284
gene,ENSG00000232815,unprocessed_pseudogene,DUX4L50
gene,ENSG00000266017,miRNA,MIR4477B
gene,ENSG00000215548,unprocessed_pseudogene,FRG1JP
gene,ENSG00000204790,unprocessed_pseudogene,ENSG00000204790
gene,ENSG00000291012,lncRNA,FLJ43315
gene,ENSG00000288690,transcribed_unprocessed_pseudogene,ENSG00000288690
gene,ENSG00000288694,unprocessed_pseudogene,ENSG00000288694
gene,ENSG00000285580,lncRNA,ENSG00000285580
gene,ENSG00000290972,lncRNA,ANKRD20A5P
gene,ENSG00000172014,transcribed_unprocessed_pseudogene,ANKRD20A4P
gene,ENSG00000238551,snRNA,RNU6-1193P
gene,ENSG00000289725,lncRNA,ENSG00000289725
gene,ENSG00000224185,processed_pseudogene,SNX18P9
gene,ENSG00000229156,transcribed_processed_pseudogene,ENSG00000229156
gene,ENSG00000224106,transcribed_unprocessed_pseudogene,CYP4F25P
gene,ENSG00000224762,processed_pseudogene,ENSG00000224762
gene,ENSG00000235832,processed_pseudogene,CNN2P3
gene,ENSG00000235310,processed_pseudogene,GXYLT1P6
gene,ENSG00000277869,processed_pseudogene,ENSG00000277869
gene,ENSG00000181997,unprocessed_pseudogene,AQP7P2
gene,ENSG00000290586,lncRNA,ENSG00000290586
gene,ENSG00000176134,transcribed_unprocessed_pseudogene,ENSG00000176134
gene,ENSG00000225883,unprocessed_pseudogene,BMS1P11
gene,ENSG00000235932,processed_pseudogene,ENSG00000235932
gene,ENSG00000156755,IG_V_pseudogene,IGKV1OR-2
gene,ENSG00000271225,processed_pseudogene,BNIP3P4
gene,ENSG00000197550,unprocessed_pseudogene,ENSG00000197550
gene,ENSG00000223602,unprocessed_pseudogene,ENSG00000223602
gene,ENSG00000206804,snRNA,RNU6-1293P
gene,ENSG00000290579,lncRNA,ENSG00000290579
gene,ENSG00000287988,transcribed_unprocessed_pseudogene,ENSG00000287988
gene,ENSG00000224599,unprocessed_pseudogene,BMS1P12
gene,ENSG00000236252,transcribed_processed_pseudogene,ENSG00000236252
gene,ENSG00000267085,processed_pseudogene,ENSG00000267085
gene,ENSG00000204780,IG_V_pseudogene,IGKV1OR9-1
gene,ENSG00000204779,protein_coding,FOXD4L5
gene,ENSG00000204778,unprocessed_pseudogene,ZNG1DP
gene,ENSG00000287329,lncRNA,ENSG00000287329
gene,ENSG00000280286,unprocessed_pseudogene,FRG1KP
gene,ENSG00000147996,protein_coding,ZNG1E
gene,ENSG00000184659,protein_coding,FOXD4L4
gene,ENSG00000204776,IG_V_pseudogene,IGKV1OR-3
gene,ENSG00000237904,processed_pseudogene,ENSG00000237904
gene,ENSG00000235893,processed_pseudogene,ENSG00000235893
gene,ENSG00000231701,unprocessed_pseudogene,BMS1P13
gene,ENSG00000290938,lncRNA,ENSG00000290938
gene,ENSG00000279955,transcribed_unprocessed_pseudogene,ENSG00000279955
gene,ENSG00000279688,unprocessed_pseudogene,AQP7P3
gene,ENSG00000274893,lncRNA,ENSG00000274893
gene,ENSG00000273668,transcribed_processed_pseudogene,ENSG00000273668
gene,ENSG00000275026,transcribed_processed_pseudogene,GXYLT1P4
gene,ENSG00000278068,processed_pseudogene,ENSG00000278068
gene,ENSG00000278720,processed_pseudogene,ENSG00000278720
gene,ENSG00000290970,lncRNA,ENSG00000290970
gene,ENSG00000286945,lncRNA,ENSG00000286945
gene,ENSG00000274628,transcribed_unprocessed_pseudogene,CYP4F59P
gene,ENSG00000229146,processed_pseudogene,SNX18P4
gene,ENSG00000276203,transcribed_unprocessed_pseudogene,ANKRD20A3P
gene,ENSG00000276257,processed_pseudogene,ENSG00000276257
gene,ENSG00000290971,lncRNA,ENSG00000290971
gene,ENSG00000275030,snRNA,RNU6-538P
gene,ENSG00000284611,unprocessed_pseudogene,ENSG00000284611
gene,ENSG00000284658,unprocessed_pseudogene,ENSG00000284658
gene,ENSG00000233765,unprocessed_pseudogene,CDRT15P12
gene,ENSG00000274181,processed_pseudogene,RBPJP2
gene,ENSG00000276894,processed_pseudogene,RAB28P4
gene,ENSG00000277297,processed_pseudogene,ATP5F1AP10
gene,ENSG00000273849,processed_pseudogene,SDR42E1P4
gene,ENSG00000276457,processed_pseudogene,FKBP4P8
gene,ENSG00000274349,protein_coding,ZNF658
gene,ENSG00000277490,processed_pseudogene,ENSG00000277490
gene,ENSG00000277350,lncRNA,ENSG00000277350
gene,ENSG00000276039,processed_pseudogene,ENSG00000276039
gene,ENSG00000274355,transcribed_processed_pseudogene,FAM74A3
gene,ENSG00000276348,lncRNA,ENSG00000276348
gene,ENSG00000274820,unprocessed_pseudogene,ENSG00000274820
gene,ENSG00000275969,protein_coding,SPATA31A3
gene,ENSG00000276386,unprocessed_pseudogene,CNTNAP3P2
gene,ENSG00000274852,misc_RNA,RN7SL422P
gene,ENSG00000277575,processed_pseudogene,ENSG00000277575
gene,ENSG00000273999,processed_pseudogene,RBM17P2
gene,ENSG00000276204,processed_pseudogene,ENSG00000276204
gene,ENSG00000276898,lncRNA,ENSG00000276898
gene,ENSG00000274026,lncRNA,FAM27E3
gene,ENSG00000278763,processed_pseudogene,FAM27B
gene,ENSG00000275493,processed_pseudogene,ENSG00000275493
gene,ENSG00000274098,misc_RNA,RN7SL787P
gene,ENSG00000277618,processed_pseudogene,ENSG00000277618
gene,ENSG00000260691,protein_coding,ANKRD20A1
gene,ENSG00000278551,snRNA,RNU6-368P
gene,ENSG00000226904,lncRNA,ENSG00000226904
gene,ENSG00000196873,protein_coding,ZNG1C
gene,ENSG00000279706,TEC,ENSG00000279706
gene,ENSG00000187559,protein_coding,FOXD4L3
gene,ENSG00000225337,lncRNA,ENSG00000225337
gene,ENSG00000154330,protein_coding,PGM5
gene,ENSG00000224958,lncRNA,PGM5-AS1
gene,ENSG00000233178,lncRNA,ENSG00000233178
gene,ENSG00000229019,lncRNA,ENSG00000229019
gene,ENSG00000181778,protein_coding,TMEM252
gene,ENSG00000226337,lncRNA,TMEM252-DT
gene,ENSG00000234506,lncRNA,LINC01506
gene,ENSG00000224025,processed_pseudogene,ENSG00000224025
gene,ENSG00000107242,protein_coding,PIP5K1B
gene,ENSG00000187866,protein_coding,PABIR1
gene,ENSG00000236998,processed_pseudogene,ENSG00000236998
gene,ENSG00000236733,lncRNA,ENSG00000236733
gene,ENSG00000207000,snRNA,RNU6-820P
gene,ENSG00000288771,lncRNA,ENSG00000288771
gene,ENSG00000165059,protein_coding,PRKACG
gene,ENSG00000285130,protein_coding,ENSG00000285130
gene,ENSG00000165060,protein_coding,FXN
gene,ENSG00000270236,processed_pseudogene,ENSG00000270236
gene,ENSG00000119139,protein_coding,TJP2
gene,ENSG00000278910,lncRNA,BANCR
gene,ENSG00000135063,protein_coding,ENTREP1
gene,ENSG00000107282,protein_coding,APBA1
gene,ENSG00000243888,lncRNA,ENSG00000243888
gene,ENSG00000229312,lncRNA,ENSG00000229312
gene,ENSG00000261447,lncRNA,ENSG00000261447
gene,ENSG00000188647,protein_coding,PTAR1
gene,ENSG00000225626,lncRNA,CFAP95-DT
gene,ENSG00000204711,protein_coding,CFAP95
gene,ENSG00000241174,misc_RNA,RN7SL570P
gene,ENSG00000204706,lncRNA,MAMDC2-AS1
gene,ENSG00000165072,protein_coding,MAMDC2
gene,ENSG00000222465,snRNA,RNU2-5P
gene,ENSG00000268364,lncRNA,SMC5-DT
gene,ENSG00000236801,processed_pseudogene,RPL24P8
gene,ENSG00000198887,protein_coding,SMC5
gene,ENSG00000274421,lncRNA,ENSG00000274421
gene,ENSG00000119138,protein_coding,KLF9
gene,ENSG00000289159,lncRNA,ENSG00000289159
gene,ENSG00000083067,protein_coding,TRPM3
gene,ENSG00000272232,misc_RNA,RN7SL726P
gene,ENSG00000232086,lncRNA,ENSG00000232086
gene,ENSG00000223966,lncRNA,ENSG00000223966
gene,ENSG00000207935,miRNA,MIR204
gene,ENSG00000224437,processed_pseudogene,PIGUP1
gene,ENSG00000289163,lncRNA,ENSG00000289163
gene,ENSG00000229814,processed_pseudogene,RPL35AP21
gene,ENSG00000135048,protein_coding,CEMIP2
gene,ENSG00000271166,processed_pseudogene,ENSG00000271166
gene,ENSG00000107362,protein_coding,ABHD17B
gene,ENSG00000155621,protein_coding,C9orf85
gene,ENSG00000236060,processed_pseudogene,HSPB1P1
gene,ENSG00000204669,protein_coding,C9orf57
gene,ENSG00000286823,lncRNA,ENSG00000286823
gene,ENSG00000224820,processed_pseudogene,BTF3P4
gene,ENSG00000119125,protein_coding,GDA
gene,ENSG00000235523,lncRNA,ENSG00000235523
gene,ENSG00000233933,processed_pseudogene,ENSG00000233933
gene,ENSG00000252428,rRNA_pseudogene,RNA5SP285
gene,ENSG00000225434,lncRNA,LINC01504
gene,ENSG00000107372,protein_coding,ZFAND5
gene,ENSG00000288865,lncRNA,ENSG00000288865
gene,ENSG00000230003,processed_pseudogene,ENSG00000230003
gene,ENSG00000225947,processed_pseudogene,ENSG00000225947
gene,ENSG00000165091,protein_coding,TMC1
gene,ENSG00000289993,lncRNA,ENSG00000289993
gene,ENSG00000236862,processed_pseudogene,RPS20P24
gene,ENSG00000229753,processed_pseudogene,RPS27AP15
gene,ENSG00000236849,lncRNA,LINC01474
gene,ENSG00000165092,protein_coding,ALDH1A1
gene,ENSG00000228024,unprocessed_pseudogene,CYP1D1P
gene,ENSG00000135046,protein_coding,ANXA1
gene,ENSG00000221844,processed_pseudogene,DPP3P2
gene,ENSG00000286840,lncRNA,ENSG00000286840
gene,ENSG00000232590,lncRNA,ENSG00000232590
gene,ENSG00000236701,processed_pseudogene,ENSG00000236701
gene,ENSG00000212454,rRNA_pseudogene,RNA5SP286
gene,ENSG00000223368,processed_pseudogene,ENSG00000223368
gene,ENSG00000227809,lncRNA,ENSG00000227809
gene,ENSG00000224825,lncRNA,RORB-AS1
gene,ENSG00000198963,protein_coding,RORB
gene,ENSG00000286944,lncRNA,ENSG00000286944
gene,ENSG00000119121,protein_coding,TRPM6
gene,ENSG00000202217,misc_RNA,RN7SKP47
gene,ENSG00000270954,processed_pseudogene,RPSAP75
gene,ENSG00000252758,snRNA,RNU6-445P
gene,ENSG00000224297,processed_pseudogene,ENSG00000224297
gene,ENSG00000135045,protein_coding,C9orf40
gene,ENSG00000203321,lncRNA,CARNMT1-AS1
gene,ENSG00000156017,protein_coding,CARNMT1
gene,ENSG00000229587,lncRNA,ENSG00000229587
gene,ENSG00000278040,misc_RNA,ENSG00000278040
gene,ENSG00000106733,protein_coding,NMRK1
gene,ENSG00000134996,protein_coding,OSTF1
gene,ENSG00000212316,snRNA,RNU6-1228P
gene,ENSG00000235707,processed_pseudogene,ENSG00000235707
gene,ENSG00000236376,lncRNA,ENSG00000236376
gene,ENSG00000234644,processed_pseudogene,OTX2P1
gene,ENSG00000099139,protein_coding,PCSK5
gene,ENSG00000231137,processed_pseudogene,RBM22P5
gene,ENSG00000135002,protein_coding,RFK
gene,ENSG00000234618,processed_pseudogene,RPSAP9
gene,ENSG00000187210,protein_coding,GCNT1
gene,ENSG00000233814,processed_pseudogene,H3P32
gene,ENSG00000219149,processed_pseudogene,PPIAP87
gene,ENSG00000106772,protein_coding,PRUNE2
gene,ENSG00000225937,lncRNA,PCA3
gene,ENSG00000274326,misc_RNA,ENSG00000274326
gene,ENSG00000277320,misc_RNA,ENSG00000277320
gene,ENSG00000286332,lncRNA,ENSG00000286332
gene,ENSG00000230335,processed_pseudogene,DNAJB5P1
gene,ENSG00000236604,processed_pseudogene,LYPLA2P3
gene,ENSG00000229857,processed_pseudogene,ENSG00000229857
gene,ENSG00000204612,protein_coding,FOXB2
gene,ENSG00000232851,processed_pseudogene,ATP5MFP3
gene,ENSG00000233526,processed_pseudogene,RFC5P1
gene,ENSG00000232998,lncRNA,VPS13A-AS1
gene,ENSG00000197969,protein_coding,VPS13A
gene,ENSG00000156049,protein_coding,GNA14
gene,ENSG00000231373,lncRNA,GNA14-AS1
gene,ENSG00000228248,processed_pseudogene,NUTF2P3
gene,ENSG00000201711,snRNA,RNU6-1303P
gene,ENSG00000156052,protein_coding,GNAQ
gene,ENSG00000233457,processed_pseudogene,ENSG00000233457
gene,ENSG00000222452,misc_RNA,RN7SKP59
gene,ENSG00000233947,processed_pseudogene,ASS1P3
gene,ENSG00000228781,processed_pseudogene,ENSG00000228781
gene,ENSG00000234819,processed_pseudogene,ENSG00000234819
gene,ENSG00000289440,lncRNA,ENSG00000289440
gene,ENSG00000148019,protein_coding,CEP78
gene,ENSG00000135069,protein_coding,PSAT1
gene,ENSG00000270627,processed_pseudogene,ENSG00000270627
gene,ENSG00000237257,unprocessed_pseudogene,MTND2P8
gene,ENSG00000226234,processed_pseudogene,KRT18P24
gene,ENSG00000260995,lncRNA,ENSG00000260995
gene,ENSG00000186940,processed_pseudogene,CHCHD2P9
gene,ENSG00000233086,lncRNA,LNCARSR
gene,ENSG00000106829,protein_coding,TLE4
gene,ENSG00000270691,processed_pseudogene,ENSG00000270691
gene,ENSG00000238002,processed_pseudogene,NPAP1P6
gene,ENSG00000232494,lncRNA,ENSG00000232494
gene,ENSG00000260564,lncRNA,ENSG00000260564
gene,ENSG00000279715,TEC,ENSG00000279715
gene,ENSG00000280366,lncRNA,ENSG00000280366
gene,ENSG00000230945,lncRNA,LINC01507
gene,ENSG00000236521,processed_pseudogene,NPAP1P4
gene,ENSG00000232981,unprocessed_pseudogene,MTCO1P51
gene,ENSG00000225901,unprocessed_pseudogene,MTND2P9
gene,ENSG00000234637,processed_pseudogene,RPS19P6
gene,ENSG00000226798,lncRNA,ENSG00000226798
gene,ENSG00000228375,processed_pseudogene,RPS20P25
gene,ENSG00000237072,processed_pseudogene,ENSG00000237072
gene,ENSG00000196781,protein_coding,TLE1
gene,ENSG00000233926,lncRNA,TLE1-DT
gene,ENSG00000207206,snRNA,RNU6-1035P
gene,ENSG00000252167,rRNA_pseudogene,RNA5SP287
gene,ENSG00000200969,snoRNA,ENSG00000200969
gene,ENSG00000291172,lncRNA,SPATA31D5P
gene,ENSG00000230846,lncRNA,ENSG00000230846
gene,ENSG00000189357,protein_coding,SPATA31D4
gene,ENSG00000267559,lncRNA,ENSG00000267559
gene,ENSG00000186788,protein_coding,SPATA31D3
gene,ENSG00000237770,unprocessed_pseudogene,SPATA31D2P
gene,ENSG00000290551,lncRNA,ENSG00000290551
gene,ENSG00000214929,protein_coding,SPATA31D1
gene,ENSG00000231649,unprocessed_pseudogene,SPATA31B1P
gene,ENSG00000230360,processed_pseudogene,DDX10P2
gene,ENSG00000235377,processed_pseudogene,ENSG00000235377
gene,ENSG00000225085,lncRNA,ENSG00000225085
gene,ENSG00000228046,processed_pseudogene,MTCO3P40
gene,ENSG00000228430,transcribed_unprocessed_pseudogene,ENSG00000228430
gene,ENSG00000228123,processed_pseudogene,ENSG00000228123
gene,ENSG00000232749,lncRNA,ENSG00000232749
gene,ENSG00000278988,TEC,ENSG00000278988
gene,ENSG00000286612,lncRNA,ENSG00000286612
gene,ENSG00000233309,processed_pseudogene,RPS6P12
