type,gene_id,gene_type,gene_name,gene_start,gene_end
gene,ENSG00000239726,misc_RNA,RN7SL688P,118931216,118931490
gene,ENSG00000176302,protein_coding,FOXR1,118971712,118981287
gene,ENSG00000255121,lncRNA,CENATAC-DT,118994824,118998004
gene,ENSG00000186166,protein_coding,CENATAC,118998138,119015793
gene,ENSG00000254428,lncRNA,ENSG00000254428,119003742,119004893
gene,ENSG00000118181,protein_coding,RPS25,119015712,119018691
gene,ENSG00000196655,protein_coding,TRAPPC4,119018763,119025454
gene,ENSG00000283704,miRNA,ENSG00000283704,119018944,119019012
gene,ENSG00000137700,protein_coding,SLC37A4,119023751,119030906
gene,ENSG00000255114,lncRNA,ENSG00000255114,119044188,119045493
gene,ENSG00000149428,protein_coding,HYOU1,119044188,119057227
gene,ENSG00000271751,lncRNA,ENSG00000271751,119065263,119065677
gene,ENSG00000272186,lncRNA,VPS11-DT,119067374,119067698
gene,ENSG00000160695,protein_coding,VPS11,119067818,119081972
gene,ENSG00000256269,protein_coding,HMBS,119084866,119093834
gene,ENSG00000188486,protein_coding,H2AX,119093874,119095465
gene,ENSG00000172269,protein_coding,DPAGT1,119096025,119108331
gene,ENSG00000289124,lncRNA,ENSG00000289124,119101493,119102068
gene,ENSG00000172375,protein_coding,C2CD2L,119102198,119118544
gene,ENSG00000172273,protein_coding,HINFP,119121580,119136059
gene,ENSG00000172350,protein_coding,ABCG4,119149052,119162653
gene,ENSG00000160703,protein_coding,NLRX1,119166568,119184016
gene,ENSG00000172367,protein_coding,PDZD3,119185457,119190223
gene,ENSG00000248712,protein_coding,CCDC153,119190250,119196769
gene,ENSG00000110395,protein_coding,CBL,119206298,119313926
gene,ENSG00000222249,snRNA,RNU6-262P,119289562,119289677
gene,ENSG00000076706,protein_coding,MCAM,119308529,119321521
gene,ENSG00000284148,miRNA,MIR6756,119312950,119313012
gene,ENSG00000252119,snoRNA,ENSG00000252119,119323293,119323409
gene,ENSG00000173456,protein_coding,RNF26,119334527,119337309
gene,ENSG00000245385,lncRNA,ENSG00000245385,119336249,119337309
gene,ENSG00000223953,protein_coding,C1QTNF5,119338942,119340940
gene,ENSG00000235718,protein_coding,MFRP,119338942,119346705
gene,ENSG00000036672,protein_coding,USP2,119355215,119381711
gene,ENSG00000245248,lncRNA,USP2-AS1,119356467,119659284
gene,ENSG00000154096,protein_coding,THY1,119415476,119424985
gene,ENSG00000263873,lncRNA,THY1-AS1,119417951,119419114
gene,ENSG00000289553,lncRNA,ENSG00000289553,119584444,119586125
gene,ENSG00000110400,protein_coding,NECTIN1,119623408,119729200
gene,ENSG00000199217,snRNA,RNU6-1123P,119656311,119656416
gene,ENSG00000255247,lncRNA,NECTIN1-AS1,119709920,119713925
gene,ENSG00000254854,lncRNA,NECTIN1-DT,119729583,119739623
gene,ENSG00000287545,lncRNA,ENSG00000287545,119832966,119867682
gene,ENSG00000288047,lncRNA,ENSG00000288047,119892700,119939998
gene,ENSG00000286992,lncRNA,ENSG00000286992,119975745,120039822
gene,ENSG00000254863,lncRNA,LINC02744,119987952,119995037
gene,ENSG00000255216,lncRNA,ENSG00000255216,120008044,120013620
gene,ENSG00000286731,lncRNA,ENSG00000286731,120026753,120028341
gene,ENSG00000137699,protein_coding,TRIM29,120111286,120185529
gene,ENSG00000176984,lncRNA,ENSG00000176984,120168977,120171679
gene,ENSG00000184232,protein_coding,OAF,120211032,120230334
gene,ENSG00000137709,protein_coding,POU2F3,120236640,120319945
gene,ENSG00000259541,lncRNA,ENSG00000259541,120249759,120265932
gene,ENSG00000181264,protein_coding,TLCD5,120325296,120333686
gene,ENSG00000196914,protein_coding,ARHGEF12,120336413,120489937
gene,ENSG00000149403,protein_coding,GRIK4,120511746,120988906
gene,ENSG00000250493,lncRNA,ENSG00000250493,120867933,120894797
gene,ENSG00000154114,protein_coding,TBCEL,121024072,121090776
gene,ENSG00000285509,protein_coding,TBCEL-TECTA,121024125,121113108
gene,ENSG00000109927,protein_coding,TECTA,121101243,121191490
gene,ENSG00000109929,protein_coding,SC5D,121292681,121313410
gene,ENSG00000289391,lncRNA,ENSG00000289391,121418874,121419179
gene,ENSG00000246790,lncRNA,SORL1-AS1,121447331,121453013
gene,ENSG00000137642,protein_coding,SORL1,121452314,121633763
gene,ENSG00000286044,lncRNA,ENSG00000286044,121674261,121928976
gene,ENSG00000286023,lncRNA,ENSG00000286023,121979571,122025937
gene,ENSG00000252556,snRNA,RNU6-256P,122004355,122004451
gene,ENSG00000286497,lncRNA,ENSG00000286497,122026093,122027667
gene,ENSG00000255248,lncRNA,MIR100HG,122028325,122556721
gene,ENSG00000207971,miRNA,MIR125B1,122099757,122099844
gene,ENSG00000259571,protein_coding,BLID,122115340,122116215
gene,ENSG00000198975,miRNA,MIRLET7A2,122146522,122146593
gene,ENSG00000207994,miRNA,MIR100,122152229,122152308
gene,ENSG00000255015,lncRNA,ENSG00000255015,122294938,122301763
gene,ENSG00000255219,lncRNA,ENSG00000255219,122295190,122308019
gene,ENSG00000252776,snRNA,RNU4ATAC10P,122449210,122449331
gene,ENSG00000253035,snRNA,RNU4ATAC5P,122451474,122451599
gene,ENSG00000223265,snRNA,RNU6-592P,122579205,122579307
gene,ENSG00000154127,protein_coding,UBASH3B,122655722,122814473
gene,ENSG00000286341,lncRNA,ENSG00000286341,122679801,122681942
gene,ENSG00000239079,snoRNA,ENSG00000239079,122726208,122726311
gene,ENSG00000285909,lncRNA,ENSG00000285909,122751147,122851617
gene,ENSG00000109943,protein_coding,CRTAM,122838500,122872643
gene,ENSG00000109944,protein_coding,JHY,122882683,122963862
gene,ENSG00000199709,snRNA,RNU4-23P,122927034,122927173
gene,ENSG00000188909,protein_coding,BSX,122977570,122981834
gene,ENSG00000109971,protein_coding,HSPA8,123057489,123063230
gene,ENSG00000200879,snoRNA,SNORD14E,123058077,123058161
gene,ENSG00000207118,snoRNA,SNORD14D,123058909,123058995
gene,ENSG00000202252,snoRNA,SNORD14C,123059335,123059422
gene,ENSG00000288061,lncRNA,ENSG00000288061,123062596,123084877
gene,ENSG00000166250,protein_coding,CLMP,123069872,123195248
gene,ENSG00000254710,lncRNA,ENSG00000254710,123188802,123228502
gene,ENSG00000254823,lncRNA,LINC02727,123313657,123315340
gene,ENSG00000023171,protein_coding,GRAMD1B,123358428,123627774
gene,ENSG00000265357,miRNA,MIR4493,123381440,123381512
gene,ENSG00000166257,protein_coding,SCN3B,123629187,123655244
gene,ENSG00000254467,lncRNA,ENSG00000254467,123668499,123675569
gene,ENSG00000166261,protein_coding,ZNF202,123723914,123741675
gene,ENSG00000290080,lncRNA,ENSG00000290080,123741776,123741896
gene,ENSG00000221931,protein_coding,OR6X1,123753580,123754518
gene,ENSG00000200197,snRNA,RNU1-21P,123763927,123764089
gene,ENSG00000196099,protein_coding,OR6M1,123805408,123806349
gene,ENSG00000290781,lncRNA,ENSG00000290781,123839035,123841930
gene,ENSG00000204300,protein_coding,TMEM225,123882920,123885670
gene,ENSG00000181518,protein_coding,OR8D4,123902167,123909229
gene,ENSG00000171014,protein_coding,OR4D5,123939617,123940573
gene,ENSG00000181499,protein_coding,OR6T1,123942867,123943838
gene,ENSG00000196248,protein_coding,OR10S1,123976661,123977781
gene,ENSG00000198674,protein_coding,OR10G6,123994163,123995161
gene,ENSG00000254737,protein_coding,OR10G4,124012997,124018732
gene,ENSG00000236981,protein_coding,OR10G9,124023013,124023948
gene,ENSG00000234560,protein_coding,OR10G8,124026798,124030634
gene,ENSG00000182634,protein_coding,OR10G7,124036013,124041325
gene,ENSG00000290668,lncRNA,ENSG00000290668,124104965,124111092
gene,ENSG00000110002,protein_coding,VWA5A,124115404,124147721
gene,ENSG00000197309,protein_coding,OR10D3,124183345,124188780
gene,ENSG00000255425,protein_coding,OR8G3P,124211707,124215828
gene,ENSG00000181214,protein_coding,OR8G2P,124224732,124225666
gene,ENSG00000197849,protein_coding,OR8G1,124241095,124254364
gene,ENSG00000255298,protein_coding,OR8G5,124256376,124266224
gene,ENSG00000196341,protein_coding,OR8D1,124302831,124315099
gene,ENSG00000279116,protein_coding,OR8D2,124319262,124320197
gene,ENSG00000290694,lncRNA,ENSG00000290694,124365465,124367298
gene,ENSG00000284680,protein_coding,OR8B2,124382394,124384499
gene,ENSG00000284609,protein_coding,OR8B3,124395534,124399024
gene,ENSG00000285561,lncRNA,ENSG00000285561,124406997,124414792
gene,ENSG00000280090,protein_coding,OR8B4,124423942,124424871
gene,ENSG00000197125,protein_coding,OR8B8,124437445,124445696
gene,ENSG00000290695,lncRNA,ENSG00000290695,124476963,124482870
gene,ENSG00000170953,protein_coding,OR8B12,124539635,124545333
gene,ENSG00000196119,protein_coding,OR8A1,124566660,124582942
gene,ENSG00000154143,protein_coding,PANX3,124611428,124620356
gene,ENSG00000154144,protein_coding,TBRG1,124622836,124635926
gene,ENSG00000110013,protein_coding,SIAE,124633113,124695707
gene,ENSG00000064199,protein_coding,SPA17,124673844,124697518
gene,ENSG00000154146,protein_coding,NRGN,124739942,124747210
gene,ENSG00000255045,lncRNA,ENSG00000255045,124744634,124746337
gene,ENSG00000019102,protein_coding,VSIG2,124747474,124752255
gene,ENSG00000149564,protein_coding,ESAM,124752583,124762290
gene,ENSG00000250073,lncRNA,ESAM-AS1,124759129,124766119
gene,ENSG00000120458,protein_coding,MSANTD2,124766498,124800706
gene,ENSG00000279342,lncRNA,ENSG00000279342,124789240,124792818
gene,ENSG00000245498,lncRNA,MSANTD2-AS1,124800424,124834487
gene,ENSG00000154134,protein_coding,ROBO3,124865432,124881471
gene,ENSG00000254568,lncRNA,ENSG00000254568,124883691,124887789
gene,ENSG00000154133,protein_coding,ROBO4,124883691,124898500
gene,ENSG00000254943,lncRNA,ENSG00000254943,124891304,124892126
gene,ENSG00000165478,protein_coding,HEPACAM,124919205,124936412
gene,ENSG00000221932,protein_coding,HEPN1,124919250,124920677
gene,ENSG00000285825,lncRNA,CCDC15-DT,124949205,124954044
gene,ENSG00000149548,protein_coding,CCDC15,124954121,125041489
gene,ENSG00000134955,protein_coding,SLC37A2,125063302,125090516
gene,ENSG00000150433,protein_coding,TMEM218,125094389,125111763
gene,ENSG00000289631,lncRNA,ENSG00000289631,125112014,125113099
gene,ENSG00000255475,lncRNA,ENSG00000255475,125132847,125139587
gene,ENSG00000254880,lncRNA,PKNOX2-DT,125158461,125164609
gene,ENSG00000165495,protein_coding,PKNOX2,125164687,125433389
gene,ENSG00000259290,lncRNA,ENSG00000259290,125188115,125191404
gene,ENSG00000254932,lncRNA,ENSG00000254932,125258626,125266798
gene,ENSG00000222844,snRNA,RNU6-321P,125277552,125277657
gene,ENSG00000149557,protein_coding,FEZ1,125442881,125592568
gene,ENSG00000255537,lncRNA,ENSG00000255537,125495214,125499528
gene,ENSG00000149547,protein_coding,EI24,125569280,125584684
gene,ENSG00000222297,snRNA,RNU6-1156P,125574719,125574818
gene,ENSG00000134910,protein_coding,STT3A,125591712,125625215
gene,ENSG00000288907,lncRNA,ENSG00000288907,125625137,125625913
gene,ENSG00000149554,protein_coding,CHEK1,125625163,125676255
gene,ENSG00000252255,snRNA,RNU2-35P,125649746,125649887
gene,ENSG00000134940,protein_coding,ACRV1,125671522,125680874
gene,ENSG00000171053,protein_coding,PATE1,125746279,125749867
gene,ENSG00000196844,protein_coding,PATE2,125776113,125778828
gene,ENSG00000236027,protein_coding,PATE3,125788127,125791600
gene,ENSG00000237353,protein_coding,PATE4,125833316,125840072
gene,ENSG00000260209,lncRNA,ENSG00000260209,125873031,125874528
gene,ENSG00000198331,protein_coding,HYLS1,125883614,125900646
gene,ENSG00000110060,protein_coding,PUS3,125893485,125903221
gene,ENSG00000255027,lncRNA,ENSG00000255027,125903247,125938916
gene,ENSG00000109832,protein_coding,DDX25,125903348,125943702
gene,ENSG00000254790,lncRNA,ENSG00000254790,125940496,125941193
gene,ENSG00000283703,protein_coding,VSIG10L2,125946044,125958647
gene,ENSG00000064309,protein_coding,CDON,125955796,126063335
gene,ENSG00000261257,lncRNA,ENSG00000261257,126100505,126102413
gene,ENSG00000287666,lncRNA,ENSG00000287666,126121889,126128081
gene,ENSG00000254833,lncRNA,ENSG00000254833,126160714,126176035
gene,ENSG00000165526,protein_coding,RPUSD4,126202096,126211692
gene,ENSG00000254694,lncRNA,ENSG00000254694,126208611,126209027
gene,ENSG00000197798,protein_coding,FAM118B,126211724,126262984
gene,ENSG00000222067,snRNA,RNU4-86P,126214260,126214478
gene,ENSG00000240098,misc_RNA,RN7SL351P,126245035,126245282
gene,ENSG00000182934,protein_coding,SRPRA,126262938,126269144
gene,ENSG00000110074,protein_coding,FOXRED1,126269024,126278131
gene,ENSG00000150455,protein_coding,TIRAP,126282497,126298845
gene,ENSG00000254905,lncRNA,ENSG00000254905,126292922,126294254
gene,ENSG00000255062,lncRNA,TIRAP-AS1,126294296,126304323
gene,ENSG00000110063,protein_coding,DCPS,126304060,126350005
gene,ENSG00000280832,lncRNA,GSEC,126340882,126355587
gene,ENSG00000110080,protein_coding,ST3GAL4,126355640,126440344
gene,ENSG00000149571,protein_coding,KIRREL3,126423358,127003460
gene,ENSG00000257271,lncRNA,KIRREL3-AS1,126543947,126610948
gene,ENSG00000254607,lncRNA,ENSG00000254607,126652852,126682109
gene,ENSG00000254938,lncRNA,ENSG00000254938,126920188,126940659
gene,ENSG00000279358,TEC,ENSG00000279358,126934886,126937150
gene,ENSG00000254960,lncRNA,KIRREL3-AS2,126940746,126945090
gene,ENSG00000266215,miRNA,MIR3167,126988458,126988542
gene,ENSG00000255317,lncRNA,ENSG00000255317,126992452,126995458
gene,ENSG00000218109,lncRNA,KIRREL3-AS3,127002910,127006058
gene,ENSG00000255087,lncRNA,ENSG00000255087,127021736,127172363
gene,ENSG00000272642,lncRNA,ENSG00000272642,127188885,127223449
gene,ENSG00000273409,lncRNA,LINC02712,127271029,127337033
gene,ENSG00000222774,misc_RNA,RN7SKP121,127406028,127406332
gene,ENSG00000223315,misc_RNA,RN7SKP279,127407851,127408148
gene,ENSG00000273415,lncRNA,LINC02725,128095758,128183671
gene,ENSG00000272575,lncRNA,LINC02098,128208749,128241441
gene,ENSG00000289398,lncRNA,ENSG00000289398,128290393,128294371
gene,ENSG00000289093,lncRNA,ENSG00000289093,128301735,128302593
gene,ENSG00000289936,lncRNA,ENSG00000289936,128328750,128329283
gene,ENSG00000134954,protein_coding,ETS1,128458761,128587558
gene,ENSG00000276176,miRNA,MIR6090,128522390,128522449
gene,ENSG00000254588,lncRNA,ETS1-AS1,128526142,128530389
gene,ENSG00000245008,lncRNA,ENSG00000245008,128614340,128686922
gene,ENSG00000288975,lncRNA,ENSG00000288975,128628978,128630045
gene,ENSG00000151702,protein_coding,FLI1,128686535,128813267
gene,ENSG00000254703,lncRNA,SENCR,128691664,128696023
gene,ENSG00000151704,protein_coding,KCNJ1,128836315,128867373
gene,ENSG00000120457,protein_coding,KCNJ5,128891356,128921163
gene,ENSG00000174370,lncRNA,KCNJ5-AS1,128899565,128906044
gene,ENSG00000120471,protein_coding,TP53AIP1,128934731,128943399
gene,ENSG00000134909,protein_coding,ARHGAP32,128965060,129279324
gene,ENSG00000212597,snRNA,RNU6-876P,128993237,128993340
gene,ENSG00000199260,snRNA,RNU6-874P,129202966,129203070
gene,ENSG00000043039,protein_coding,BARX2,129375848,129452279
gene,ENSG00000281386,lncRNA,ENSG00000281386,129591493,129612110
gene,ENSG00000281097,lncRNA,LINC01395,129612116,129617269
gene,ENSG00000287426,lncRNA,ENSG00000287426,129761713,129814690
gene,ENSG00000151715,protein_coding,TMEM45B,129815848,129860003
gene,ENSG00000289223,lncRNA,ENSG00000289223,129859837,129861941
gene,ENSG00000170322,protein_coding,NFRKB,129863636,129895590
gene,ENSG00000170325,protein_coding,PRDM10,129899706,130002835
gene,ENSG00000233220,lncRNA,PRDM10-DT,130002938,130004356
gene,ENSG00000084234,protein_coding,APLP2,130068147,130144811
gene,ENSG00000149418,protein_coding,ST14,130159782,130210362
gene,ENSG00000196323,protein_coding,ZBTB44,130226677,130314917
gene,ENSG00000272412,misc_RNA,RN7SL778P,130310180,130310476
gene,ENSG00000175773,lncRNA,ZBTB44-DT,130314993,130403657
gene,ENSG00000134917,protein_coding,ADAMTS8,130404923,130428609
gene,ENSG00000166106,protein_coding,ADAMTS15,130448645,130476645
gene,ENSG00000274999,miRNA,MIR8052,130666735,130666803
gene,ENSG00000175728,lncRNA,LINC02873,130672956,130717352
gene,ENSG00000288013,lncRNA,ENSG00000288013,130771402,130785533
gene,ENSG00000254842,lncRNA,LINC02551,130844191,130865561
gene,ENSG00000120451,protein_coding,SNX19,130866250,130916479
gene,ENSG00000255455,lncRNA,ENSG00000255455,130866254,130870247
gene,ENSG00000242673,misc_RNA,RN7SL167P,131004128,131004429
gene,ENSG00000236129,lncRNA,ENSG00000236129,131187022,131189753
gene,ENSG00000227125,lncRNA,ENSG00000227125,131204999,131215163
gene,ENSG00000237612,lncRNA,ENSG00000237612,131234538,131251816
gene,ENSG00000231698,lncRNA,ENSG00000231698,131253360,131350917
gene,ENSG00000182667,protein_coding,NTM,131370478,132336822
gene,ENSG00000252351,snRNA,RNU6ATAC12P,131385249,131385363
gene,ENSG00000237654,lncRNA,ENSG00000237654,131502735,131540867
gene,ENSG00000285980,lncRNA,ENSG00000285980,131542030,131581145
gene,ENSG00000224795,lncRNA,NTM-AS1,131622451,131663607
gene,ENSG00000238117,lncRNA,ENSG00000238117,131877680,131897108
gene,ENSG00000224700,lncRNA,ENSG00000224700,131981096,131984661
gene,ENSG00000238262,lncRNA,NTM-IT,132284302,132285081
gene,ENSG00000279090,TEC,ENSG00000279090,132403360,132404060
gene,ENSG00000183715,protein_coding,OPCML,132414977,133532501
gene,ENSG00000279497,TEC,ENSG00000279497,132771623,132773371
gene,ENSG00000255371,lncRNA,OPCML-IT2,132859245,132860077
gene,ENSG00000279711,TEC,ENSG00000279711,133064697,133068129
gene,ENSG00000279189,TEC,ENSG00000279189,133297189,133302634
gene,ENSG00000254896,lncRNA,OPCML-IT1,133360029,133366080
gene,ENSG00000287068,lncRNA,ENSG00000287068,133532415,133549866
gene,ENSG00000255258,lncRNA,LINC02743,133783671,133810376
gene,ENSG00000166118,protein_coding,SPATA19,133840631,133845538
gene,ENSG00000080854,protein_coding,IGSF9B,133896438,133956968
gene,ENSG00000284020,miRNA,MIR4697,133898504,133898581
gene,ENSG00000255406,lncRNA,LINC02730,134008215,134030167
gene,ENSG00000204241,lncRNA,LINC02731,134032216,134067936
gene,ENSG00000254648,lncRNA,ENSG00000254648,134035832,134037107
gene,ENSG00000166086,protein_coding,JAM3,134069071,134152001
gene,ENSG00000151503,protein_coding,NCAPD3,134150113,134225504
gene,ENSG00000255348,lncRNA,ENSG00000255348,134178824,134186166
gene,ENSG00000151502,protein_coding,VPS26B,134224671,134247788
gene,ENSG00000151500,protein_coding,THYN1,134248279,134253370
gene,ENSG00000151498,protein_coding,ACAD8,134253548,134265855
gene,ENSG00000166105,protein_coding,GLB1L3,134274245,134319564
gene,ENSG00000289399,lncRNA,ENSG00000289399,134274847,134276309
gene,ENSG00000149328,protein_coding,GLB1L2,134331874,134378341
gene,ENSG00000109956,protein_coding,B3GAT1,134378504,134412242
gene,ENSG00000255545,lncRNA,B3GAT1-DT,134412284,134505665
gene,ENSG00000254573,lncRNA,ENSG00000254573,134563396,134573056
gene,ENSG00000286374,lncRNA,ENSG00000286374,134655769,134661206
gene,ENSG00000254989,lncRNA,ENSG00000254989,134671426,134672024
gene,ENSG00000285640,lncRNA,ENSG00000285640,134685044,134702004
gene,ENSG00000255344,lncRNA,LINC02706,134712539,134716250
gene,ENSG00000251226,lncRNA,LINC02714,134735596,134810530
gene,ENSG00000287251,lncRNA,ENSG00000287251,134945118,134980574
gene,ENSG00000255327,lncRNA,LINC02697,134950708,134951568
gene,ENSG00000279046,TEC,ENSG00000279046,134985683,134986799
gene,ENSG00000285735,lncRNA,LINC02717,134994982,135007779
gene,ENSG00000255512,lncRNA,LINC02684,135061781,135075908
gene,ENSG00000249054,lncRNA,FAM138D,36602,38133
gene,ENSG00000120645,protein_coding,IQSEC3,66767,178455
gene,ENSG00000256948,lncRNA,ENSG00000256948,106524,111850
gene,ENSG00000249695,lncRNA,ENSG00000249695,137411,149169
gene,ENSG00000256694,lncRNA,ENSG00000256694,164664,166321
gene,ENSG00000256540,lncRNA,IQSEC3-AS1,166856,182399
gene,ENSG00000111181,protein_coding,SLC6A12,190077,214570
gene,ENSG00000255671,lncRNA,ENSG00000255671,193036,194130
gene,ENSG00000256577,lncRNA,SLC6A12-AS1,203642,205094
gene,ENSG00000010379,protein_coding,SLC6A13,220621,262873
gene,ENSG00000255746,lncRNA,ENSG00000255746,253442,257299
gene,ENSG00000261799,lncRNA,ENSG00000261799,273954,277123
gene,ENSG00000290285,lncRNA,ENSG00000290285,274821,276722
gene,ENSG00000073614,protein_coding,KDM5A,280057,389320
gene,ENSG00000120647,protein_coding,CCDC77,389273,442642
gene,ENSG00000139044,protein_coding,B4GALNT3,459939,563509
gene,ENSG00000171840,protein_coding,NINJ2,564296,663589
gene,ENSG00000256020,lncRNA,ENSG00000256020,585693,587946
gene,ENSG00000238370,snRNA,RNU7-103P,589530,589589
gene,ENSG00000255825,lncRNA,ENSG00000255825,590633,591269
gene,ENSG00000177406,lncRNA,NINJ2-AS1,630858,664196
gene,ENSG00000256672,lncRNA,LINC02455,674801,684127
gene,ENSG00000060237,protein_coding,WNK1,752579,911452
gene,ENSG00000221439,snRNA,RNU4ATAC16P,781133,781258
gene,ENSG00000285704,lncRNA,ENSG00000285704,865288,867139
gene,ENSG00000002016,protein_coding,RAD52,911736,990053
gene,ENSG00000250132,lncRNA,ENSG00000250132,974133,991190
gene,ENSG00000082805,protein_coding,ERC1,990509,1495933
gene,ENSG00000249028,lncRNA,ENSG00000249028,1380060,1391502
gene,ENSG00000267285,lncRNA,ENSG00000267285,1385833,1386987
gene,ENSG00000249628,lncRNA,LINC00942,1500525,1504424
gene,ENSG00000111186,protein_coding,WNT5B,1529891,1647212
gene,ENSG00000171823,protein_coding,FBXL14,1565993,1594581
gene,ENSG00000289832,lncRNA,ENSG00000289832,1659599,1669125
gene,ENSG00000266043,miRNA,MIR3649,1660315,1660380
gene,ENSG00000006831,protein_coding,ADIPOR2,1688574,1788674
gene,ENSG00000285627,lncRNA,ENSG00000285627,1741197,1747099
gene,ENSG00000151062,protein_coding,CACNA2D4,1791963,1918666
gene,ENSG00000287698,lncRNA,ENSG00000287698,1800862,1807486
gene,ENSG00000166159,protein_coding,LRTM2,1820267,1836753
gene,ENSG00000256706,lncRNA,ENSG00000256706,1917858,1923812
gene,ENSG00000235049,lncRNA,LINC00940,1929202,1936574
gene,ENSG00000151065,protein_coding,DCP1B,1946053,2004535
gene,ENSG00000151067,protein_coding,CACNA1C,1970772,2697950
gene,ENSG00000203593,lncRNA,ENSG00000203593,2004666,2011392
gene,ENSG00000256837,lncRNA,CACNA1C-IT1,2018213,2020532
gene,ENSG00000278255,lncRNA,ENSG00000278255,2217462,2217920
gene,ENSG00000256025,lncRNA,CACNA1C-AS4,2219485,2223479
gene,ENSG00000256721,lncRNA,CACNA1C-IT3,2269776,2288937
gene,ENSG00000285555,lncRNA,ENSG00000285555,2332861,2335702
gene,ENSG00000285734,lncRNA,ENSG00000285734,2440189,2457392
gene,ENSG00000256769,lncRNA,CACNA1C-AS3,2603350,2607440
gene,ENSG00000256271,lncRNA,CACNA1C-AS2,2668500,2672220
gene,ENSG00000246627,lncRNA,CACNA1C-AS1,2676001,2691200
gene,ENSG00000256150,lncRNA,ITFG2-AS1,2695765,2812902
gene,ENSG00000274659,lncRNA,LINC02371,2740032,2746665
gene,ENSG00000004478,protein_coding,FKBP4,2794970,2805423
gene,ENSG00000258092,lncRNA,ENSG00000258092,2797136,2803938
gene,ENSG00000111203,protein_coding,ITFG2,2812622,2859791
gene,ENSG00000288984,lncRNA,ENSG00000288984,2824876,2826220
gene,ENSG00000053702,protein_coding,NRIP2,2825348,2835544
gene,ENSG00000283297,protein_coding,TEX52,2849046,2857039
gene,ENSG00000111206,protein_coding,FOXM1,2857680,2877174
gene,ENSG00000171792,protein_coding,RHNO1,2876258,2889524
gene,ENSG00000078246,protein_coding,TULP3,2877223,2941138
gene,ENSG00000278356,lncRNA,ENSG00000278356,2885819,2886329
gene,ENSG00000252996,snRNA,RNU6-1315P,2954240,2954338
gene,ENSG00000197905,protein_coding,TEAD4,2959330,3040676
gene,ENSG00000250899,lncRNA,ENSG00000250899,3041437,3044950
gene,ENSG00000289980,lncRNA,ENSG00000289980,3048177,3052928
gene,ENSG00000011105,protein_coding,TSPAN9,3077355,3286564
gene,ENSG00000256197,lncRNA,TSPAN9-IT1,3149797,3151476
gene,ENSG00000275850,lncRNA,ENSG00000275850,3171657,3174056
gene,ENSG00000291189,lncRNA,ENSG00000291189,3296202,3366177
gene,ENSG00000287712,lncRNA,ENSG00000287712,3300698,3318677
gene,ENSG00000236908,lncRNA,LINC02827,3318718,3325343
gene,ENSG00000257048,lncRNA,LINC02417,3367833,3371346
gene,ENSG00000111218,protein_coding,PRMT8,3381349,3593973
gene,ENSG00000290204,lncRNA,ENSG00000290204,3439854,3461445
gene,ENSG00000256691,lncRNA,ENSG00000256691,3462718,3463586
gene,ENSG00000287243,lncRNA,THCAT155,3483714,3492819
gene,ENSG00000130038,protein_coding,CRACR2A,3606633,3764819
gene,ENSG00000280202,TEC,ENSG00000280202,3610307,3612003
gene,ENSG00000222338,snRNA,RNU6-174P,3726222,3726327
gene,ENSG00000283138,lncRNA,ENSG00000283138,3752518,3757842
gene,ENSG00000111224,protein_coding,PARP11,3791047,3873448
gene,ENSG00000256862,lncRNA,PARP11-AS1,3871579,3910385
gene,ENSG00000288729,lncRNA,ENSG00000288729,3908785,3958644
gene,ENSG00000256969,lncRNA,ENSG00000256969,4012902,4026658
gene,ENSG00000289105,lncRNA,ENSG00000289105,4204142,4208823
gene,ENSG00000255920,lncRNA,CCND2-AS1,4247981,4276252
gene,ENSG00000118971,protein_coding,CCND2,4269771,4305353
gene,ENSG00000285901,protein_coding,ENSG00000285901,4273762,4405490
gene,ENSG00000290063,lncRNA,ENSG00000290063,4275562,4275755
gene,ENSG00000078237,protein_coding,TIGAR,4307763,4360028
gene,ENSG00000118972,protein_coding,FGF23,4368227,4379712
gene,ENSG00000111241,protein_coding,FGF6,4428155,4445815
gene,ENSG00000047621,protein_coding,C12orf4,4487735,4538508
gene,ENSG00000111247,protein_coding,RAD51AP1,4538798,4560047
gene,ENSG00000010219,protein_coding,DYRK4,4562208,4615302
gene,ENSG00000272921,protein_coding,ENSG00000272921,4604944,4662643
gene,ENSG00000111254,protein_coding,AKAP3,4615508,4649051
gene,ENSG00000256381,lncRNA,ENSG00000256381,4645496,4648027
gene,ENSG00000139180,protein_coding,NDUFA9,4649095,4694317
gene,ENSG00000255639,protein_coding,ENSG00000255639,4649101,4774184
gene,ENSG00000255474,lncRNA,GAU1,4700417,4720102
gene,ENSG00000130035,protein_coding,GALNT8,4720400,4851927
gene,ENSG00000256988,lncRNA,ENSG00000256988,4804499,4830747
gene,ENSG00000151079,protein_coding,KCNA6,4809334,4813318
gene,ENSG00000255608,lncRNA,ENSG00000255608,4838955,4842675
gene,ENSG00000286866,lncRNA,ENSG00000286866,4857283,4859904
gene,ENSG00000287835,lncRNA,ENSG00000287835,4906393,4909265
gene,ENSG00000256654,lncRNA,ENSG00000256654,4909867,5026012
gene,ENSG00000111262,protein_coding,KCNA1,4909905,4918256
gene,ENSG00000284513,lncRNA,ENSG00000284513,4960113,4963450
gene,ENSG00000130037,protein_coding,KCNA5,5043879,5046788
gene,ENSG00000285523,lncRNA,ENSG00000285523,5088002,5092742
