gene_id,gene_type,counts,ratio
ENSG00000256294,protein_coding,1379,0.0000%
ENSG00000167987,protein_coding,1379,0.0000%
ENSG00000139178,protein_coding,1380,0.0000%
ENSG00000228175,processed_pseudogene,1380,0.0000%
ENSG00000140280,protein_coding,1380,0.0000%
ENSG00000278882,unknow,1380,0.0000%
ENSG00000182957,protein_coding,1380,0.0000%
ENSG00000138166,protein_coding,1380,0.0000%
ENSG00000232533,lncRNA,1382,0.0000%
ENSG00000068137,protein_coding,1382,0.0000%
ENSG00000185187,protein_coding,1383,0.0000%
ENSG00000165698,protein_coding,1383,0.0000%
ENSG00000142784,protein_coding,1384,0.0000%
ENSG00000155621,protein_coding,1385,0.0000%
ENSG00000081692,protein_coding,1386,0.0000%
ENSG00000100926,protein_coding,1386,0.0000%
ENSG00000160703,protein_coding,1386,0.0000%
ENSG00000105929,protein_coding,1388,0.0000%
ENSG00000163083,protein_coding,1388,0.0000%
ENSG00000100068,transcribed_unprocessed_pseudogene,1388,0.0000%
ENSG00000185532,protein_coding,1390,0.0000%
ENSG00000146021,protein_coding,1394,0.0000%
ENSG00000249850,processed_pseudogene,1394,0.0000%
ENSG00000115468,protein_coding,1395,0.0000%
ENSG00000127928,protein_coding,1395,0.0000%
ENSG00000153246,protein_coding,1395,0.0000%
ENSG00000196814,protein_coding,1396,0.0000%
ENSG00000100003,protein_coding,1396,0.0000%
ENSG00000232110,lncRNA,1396,0.0000%
ENSG00000188385,protein_coding,1396,0.0000%
ENSG00000158050,protein_coding,1397,0.0000%
ENSG00000189227,protein_coding,1397,0.0000%
ENSG00000243335,protein_coding,1397,0.0000%
ENSG00000179841,protein_coding,1398,0.0000%
ENSG00000235919,lncRNA,1399,0.0000%
ENSG00000139971,protein_coding,1399,0.0000%
ENSG00000104361,protein_coding,1399,0.0000%
ENSG00000135605,protein_coding,1399,0.0000%
ENSG00000108352,protein_coding,1400,0.0000%
ENSG00000101096,protein_coding,1401,0.0000%
ENSG00000049249,protein_coding,1401,0.0000%
ENSG00000224660,lncRNA,1402,0.0000%
ENSG00000158856,protein_coding,1402,0.0000%
ENSG00000038358,protein_coding,1403,0.0000%
ENSG00000185989,protein_coding,1404,0.0000%
ENSG00000090238,protein_coding,1405,0.0000%
ENSG00000111816,protein_coding,1405,0.0000%
ENSG00000157869,protein_coding,1406,0.0000%
ENSG00000197978,protein_coding,1406,0.0000%
ENSG00000250305,protein_coding,1407,0.0000%
ENSG00000167395,protein_coding,1407,0.0000%
ENSG00000123358,protein_coding,1407,0.0000%
ENSG00000185420,protein_coding,1407,0.0000%
ENSG00000165171,protein_coding,1408,0.0000%
ENSG00000167759,protein_coding,1408,0.0000%
ENSG00000043143,protein_coding,1408,0.0000%
ENSG00000226124,protein_coding,1408,0.0000%
ENSG00000278828,protein_coding,1410,0.0000%
ENSG00000123154,protein_coding,1411,0.0000%
ENSG00000107443,protein_coding,1412,0.0000%
ENSG00000227540,unknow,1412,0.0000%
ENSG00000172296,protein_coding,1412,0.0000%
ENSG00000140254,protein_coding,1413,0.0000%
ENSG00000128872,protein_coding,1413,0.0000%
ENSG00000235652,lncRNA,1413,0.0000%
ENSG00000196369,protein_coding,1413,0.0000%
ENSG00000159247,transcribed_unprocessed_pseudogene,1414,0.0000%
ENSG00000171435,protein_coding,1414,0.0000%
ENSG00000132801,protein_coding,1415,0.0000%
ENSG00000151575,protein_coding,1416,0.0000%
ENSG00000123411,protein_coding,1417,0.0000%
ENSG00000128159,protein_coding,1417,0.0000%
ENSG00000179456,protein_coding,1418,0.0000%
ENSG00000127666,protein_coding,1420,0.0000%
ENSG00000125898,protein_coding,1420,0.0000%
ENSG00000213023,protein_coding,1421,0.0000%
ENSG00000183250,lncRNA,1421,0.0000%
ENSG00000113763,protein_coding,1422,0.0000%
ENSG00000106526,protein_coding,1423,0.0000%
ENSG00000127554,protein_coding,1423,0.0000%
ENSG00000134463,protein_coding,1424,0.0000%
ENSG00000120910,protein_coding,1424,0.0000%
ENSG00000198794,protein_coding,1425,0.0000%
ENSG00000161277,protein_coding,1426,0.0000%
ENSG00000204498,protein_coding,1426,0.0000%
ENSG00000177225,protein_coding,1427,0.0000%
ENSG00000132825,protein_coding,1427,0.0000%
ENSG00000183671,protein_coding,1430,0.0000%
ENSG00000173727,transcribed_unprocessed_pseudogene,1430,0.0000%
ENSG00000239883,transcribed_unprocessed_pseudogene,1431,0.0000%
ENSG00000168061,protein_coding,1432,0.0000%
ENSG00000125740,protein_coding,1433,0.0000%
ENSG00000269858,protein_coding,1434,0.0000%
ENSG00000234327,lncRNA,1435,0.0000%
ENSG00000246582,lncRNA,1436,0.0000%
ENSG00000166750,protein_coding,1436,0.0000%
ENSG00000198948,protein_coding,1436,0.0000%
ENSG00000173320,protein_coding,1437,0.0000%
ENSG00000102221,protein_coding,1438,0.0000%
ENSG00000247903,lncRNA,1439,0.0000%
ENSG00000213160,protein_coding,1439,0.0000%
ENSG00000204839,protein_coding,1440,0.0000%
ENSG00000268089,protein_coding,1441,0.0000%
ENSG00000185065,lncRNA,1441,0.0000%
ENSG00000169857,protein_coding,1442,0.0000%
ENSG00000146197,protein_coding,1442,0.0000%
ENSG00000027869,protein_coding,1443,0.0000%
ENSG00000171160,protein_coding,1444,0.0000%
ENSG00000166689,protein_coding,1445,0.0000%
ENSG00000154553,protein_coding,1445,0.0000%
ENSG00000132004,protein_coding,1445,0.0000%
ENSG00000107833,protein_coding,1445,0.0000%
ENSG00000134716,protein_coding,1447,0.0000%
ENSG00000100147,protein_coding,1448,0.0000%
ENSG00000140563,protein_coding,1449,0.0000%
ENSG00000141642,protein_coding,1450,0.0000%
ENSG00000100242,protein_coding,1451,0.0000%
ENSG00000137070,protein_coding,1453,0.0000%
ENSG00000063244,protein_coding,1453,0.0000%
ENSG00000188167,protein_coding,1454,0.0000%
ENSG00000169991,protein_coding,1454,0.0000%
ENSG00000169733,protein_coding,1455,0.0000%
ENSG00000152409,protein_coding,1456,0.0000%
ENSG00000064309,protein_coding,1457,0.0000%
ENSG00000132031,protein_coding,1458,0.0000%
ENSG00000075399,protein_coding,1458,0.0000%
ENSG00000170846,protein_coding,1459,0.0000%
ENSG00000145331,protein_coding,1460,0.0000%
ENSG00000279838,TEC,1460,0.0000%
ENSG00000184347,protein_coding,1461,0.0000%
ENSG00000112039,protein_coding,1461,0.0000%
ENSG00000273760,lncRNA,1461,0.0000%
ENSG00000144504,protein_coding,1463,0.0000%
ENSG00000175087,protein_coding,1464,0.0000%
ENSG00000132205,protein_coding,1465,0.0000%
ENSG00000247572,lncRNA,1465,0.0000%
ENSG00000275111,protein_coding,1466,0.0000%
ENSG00000158987,protein_coding,1466,0.0000%
ENSG00000140682,protein_coding,1466,0.0000%
ENSG00000181634,protein_coding,1467,0.0000%
ENSG00000275342,protein_coding,1469,0.0000%
ENSG00000204524,protein_coding,1470,0.0000%
ENSG00000173926,protein_coding,1470,0.0000%
ENSG00000010810,protein_coding,1471,0.0000%
ENSG00000136169,protein_coding,1471,0.0000%
ENSG00000147364,protein_coding,1471,0.0000%
ENSG00000103034,protein_coding,1472,0.0000%
ENSG00000184508,protein_coding,1472,0.0000%
ENSG00000103510,protein_coding,1472,0.0000%
ENSG00000163635,protein_coding,1473,0.0000%
ENSG00000136048,protein_coding,1473,0.0000%
ENSG00000008277,protein_coding,1474,0.0000%
ENSG00000128040,protein_coding,1477,0.0000%
ENSG00000104885,protein_coding,1478,0.0000%
ENSG00000278970,lncRNA,1479,0.0000%
ENSG00000177570,protein_coding,1480,0.0000%
ENSG00000160360,protein_coding,1481,0.0000%
ENSG00000197119,protein_coding,1482,0.0000%
ENSG00000165244,protein_coding,1482,0.0000%
ENSG00000078081,protein_coding,1484,0.0000%
ENSG00000197948,protein_coding,1485,0.0000%
ENSG00000266865,transcribed_unprocessed_pseudogene,1486,0.0000%
ENSG00000107957,protein_coding,1487,0.0000%
ENSG00000106003,protein_coding,1488,0.0000%
ENSG00000135587,protein_coding,1489,0.0000%
ENSG00000204923,protein_coding,1489,0.0000%
ENSG00000180900,protein_coding,1491,0.0000%
ENSG00000205763,unknow,1492,0.0000%
ENSG00000061337,protein_coding,1492,0.0000%
ENSG00000219891,transcribed_unprocessed_pseudogene,1492,0.0000%
ENSG00000178026,protein_coding,1494,0.0000%
ENSG00000141084,protein_coding,1495,0.0000%
ENSG00000138134,protein_coding,1495,0.0000%
ENSG00000167720,protein_coding,1498,0.0000%
ENSG00000050438,protein_coding,1498,0.0000%
ENSG00000273899,protein_coding,1499,0.0000%
ENSG00000177666,protein_coding,1499,0.0000%
ENSG00000114423,protein_coding,1500,0.0000%
ENSG00000187801,protein_coding,1500,0.0000%
ENSG00000138587,protein_coding,1500,0.0000%
ENSG00000103496,protein_coding,1501,0.0000%
ENSG00000074370,protein_coding,1501,0.0000%
ENSG00000241990,lncRNA,1501,0.0000%
ENSG00000267100,lncRNA,1502,0.0000%
ENSG00000104221,protein_coding,1502,0.0000%
ENSG00000124212,protein_coding,1503,0.0000%
ENSG00000147118,protein_coding,1505,0.0000%
ENSG00000266469,lncRNA,1505,0.0000%
ENSG00000166432,protein_coding,1505,0.0000%
ENSG00000182325,protein_coding,1506,0.0000%
ENSG00000164603,protein_coding,1506,0.0000%
ENSG00000100968,protein_coding,1507,0.0000%
ENSG00000090376,protein_coding,1507,0.0000%
ENSG00000137266,protein_coding,1508,0.0000%
ENSG00000104953,protein_coding,1510,0.0000%
ENSG00000099860,protein_coding,1511,0.0000%
ENSG00000173597,protein_coding,1511,0.0000%
ENSG00000227932,transcribed_unitary_pseudogene,1511,0.0000%
ENSG00000203724,protein_coding,1512,0.0000%
ENSG00000121454,protein_coding,1512,0.0000%
ENSG00000171169,protein_coding,1512,0.0000%
ENSG00000163738,protein_coding,1513,0.0000%
ENSG00000175697,protein_coding,1514,0.0000%
ENSG00000173681,protein_coding,1514,0.0000%
ENSG00000132694,protein_coding,1514,0.0000%
ENSG00000134297,transcribed_processed_pseudogene,1516,0.0000%
ENSG00000118495,protein_coding,1516,0.0000%
ENSG00000196911,protein_coding,1516,0.0000%
ENSG00000246695,lncRNA,1517,0.0000%
ENSG00000095303,protein_coding,1518,0.0000%
ENSG00000077585,protein_coding,1518,0.0000%
ENSG00000143603,protein_coding,1520,0.0000%
ENSG00000206149,transcribed_unprocessed_pseudogene,1521,0.0000%
ENSG00000144655,protein_coding,1521,0.0000%
ENSG00000247315,protein_coding,1521,0.0000%
ENSG00000006025,protein_coding,1522,0.0000%
ENSG00000180233,protein_coding,1522,0.0000%
ENSG00000152433,protein_coding,1522,0.0000%
ENSG00000169684,protein_coding,1523,0.0000%
ENSG00000253669,lncRNA,1524,0.0000%
ENSG00000188677,protein_coding,1524,0.0000%
ENSG00000012211,protein_coding,1524,0.0000%
ENSG00000132613,protein_coding,1525,0.0000%
ENSG00000169955,protein_coding,1526,0.0000%
ENSG00000171914,protein_coding,1526,0.0000%
ENSG00000158486,protein_coding,1526,0.0000%
ENSG00000271383,protein_coding,1526,0.0000%
ENSG00000130511,protein_coding,1527,0.0000%
ENSG00000232973,lncRNA,1527,0.0000%
ENSG00000068024,protein_coding,1528,0.0000%
ENSG00000186862,protein_coding,1528,0.0000%
ENSG00000260401,lncRNA,1529,0.0000%
ENSG00000107159,protein_coding,1529,0.0000%
ENSG00000273451,lncRNA,1529,0.0000%
ENSG00000138756,protein_coding,1529,0.0000%
ENSG00000162994,protein_coding,1531,0.0000%
ENSG00000166997,protein_coding,1531,0.0000%
ENSG00000138030,protein_coding,1532,0.0000%
ENSG00000123933,protein_coding,1532,0.0000%
ENSG00000011258,protein_coding,1533,0.0000%
ENSG00000102547,protein_coding,1534,0.0000%
ENSG00000106479,protein_coding,1534,0.0000%
ENSG00000052795,protein_coding,1535,0.0000%
ENSG00000184110,protein_coding,1535,0.0000%
ENSG00000142655,protein_coding,1535,0.0000%
ENSG00000100478,protein_coding,1536,0.0000%
ENSG00000135441,protein_coding,1537,0.0000%
ENSG00000099957,protein_coding,1537,0.0000%
ENSG00000171401,protein_coding,1538,0.0000%
ENSG00000158792,protein_coding,1538,0.0000%
ENSG00000169435,protein_coding,1538,0.0000%
ENSG00000196730,protein_coding,1539,0.0000%
ENSG00000114735,protein_coding,1539,0.0000%
ENSG00000233251,lncRNA,1540,0.0000%
ENSG00000160813,protein_coding,1541,0.0000%
ENSG00000155729,protein_coding,1541,0.0000%
ENSG00000176809,protein_coding,1541,0.0000%
ENSG00000170222,protein_coding,1542,0.0000%
ENSG00000176473,protein_coding,1543,0.0000%
ENSG00000106070,protein_coding,1543,0.0000%
ENSG00000124104,protein_coding,1544,0.0000%
ENSG00000168228,protein_coding,1544,0.0000%
ENSG00000124587,protein_coding,1545,0.0000%
ENSG00000173898,protein_coding,1545,0.0000%
ENSG00000102934,protein_coding,1546,0.0000%
ENSG00000136925,protein_coding,1546,0.0000%
ENSG00000111885,protein_coding,1546,0.0000%
ENSG00000243701,lncRNA,1547,0.0000%
ENSG00000019995,protein_coding,1548,0.0000%
ENSG00000166831,protein_coding,1548,0.0000%
ENSG00000152229,protein_coding,1550,0.0000%
ENSG00000081913,protein_coding,1550,0.0000%
ENSG00000196418,protein_coding,1550,0.0000%
ENSG00000135365,protein_coding,1552,0.0000%
ENSG00000118263,protein_coding,1554,0.0000%
ENSG00000136002,protein_coding,1555,0.0000%
ENSG00000113108,protein_coding,1555,0.0000%
ENSG00000245614,lncRNA,1556,0.0000%
ENSG00000181045,protein_coding,1556,0.0000%
ENSG00000141428,protein_coding,1556,0.0000%
ENSG00000137842,protein_coding,1557,0.0000%
ENSG00000105497,protein_coding,1557,0.0000%
ENSG00000046647,protein_coding,1557,0.0000%
ENSG00000105246,protein_coding,1557,0.0000%
ENSG00000159239,protein_coding,1557,0.0000%
ENSG00000144026,protein_coding,1558,0.0000%
ENSG00000171729,protein_coding,1558,0.0000%
ENSG00000123892,protein_coding,1558,0.0000%
ENSG00000165275,protein_coding,1560,0.0000%
ENSG00000172209,protein_coding,1560,0.0000%
ENSG00000259803,protein_coding,1561,0.0000%
ENSG00000167487,protein_coding,1561,0.0000%
ENSG00000189298,protein_coding,1563,0.0000%
ENSG00000039139,protein_coding,1563,0.0000%
ENSG00000269743,protein_coding,1563,0.0000%
ENSG00000147536,protein_coding,1565,0.0000%
ENSG00000169372,protein_coding,1566,0.0000%
ENSG00000263072,lncRNA,1566,0.0000%
ENSG00000178761,protein_coding,1566,0.0000%
ENSG00000259768,lncRNA,1568,0.0000%
ENSG00000241839,protein_coding,1569,0.0000%
ENSG00000105427,protein_coding,1569,0.0000%
ENSG00000171016,protein_coding,1570,0.0000%
ENSG00000149782,protein_coding,1570,0.0000%
ENSG00000119669,protein_coding,1571,0.0000%
ENSG00000151364,protein_coding,1572,0.0000%
ENSG00000106351,protein_coding,1572,0.0000%
ENSG00000260916,protein_coding,1572,0.0000%
ENSG00000229344,unprocessed_pseudogene,1572,0.0000%
ENSG00000214193,protein_coding,1573,0.0000%
ENSG00000162073,protein_coding,1574,0.0000%
ENSG00000146776,protein_coding,1574,0.0000%
ENSG00000188234,protein_coding,1574,0.0000%
ENSG00000168917,protein_coding,1575,0.0000%
ENSG00000175482,protein_coding,1576,0.0000%
ENSG00000133627,protein_coding,1577,0.0000%
ENSG00000148835,protein_coding,1577,0.0000%
ENSG00000126215,protein_coding,1578,0.0000%
ENSG00000183474,protein_coding,1579,0.0000%
ENSG00000114378,protein_coding,1581,0.0000%
ENSG00000162599,protein_coding,1582,0.0000%
ENSG00000125746,protein_coding,1582,0.0000%
ENSG00000120925,protein_coding,1583,0.0000%
ENSG00000203739,lncRNA,1585,0.0000%
ENSG00000242715,protein_coding,1585,0.0000%
ENSG00000260735,transcribed_processed_pseudogene,1585,0.0000%
ENSG00000232445,lncRNA,1585,0.0000%
ENSG00000160172,unknow,1585,0.0000%
ENSG00000198814,protein_coding,1586,0.0000%
ENSG00000081386,protein_coding,1588,0.0000%
ENSG00000204514,protein_coding,1588,0.0000%
ENSG00000196700,protein_coding,1589,0.0000%
ENSG00000258929,unknow,1589,0.0000%
ENSG00000110107,protein_coding,1589,0.0000%
ENSG00000060558,protein_coding,1590,0.0000%
ENSG00000183049,protein_coding,1590,0.0000%
ENSG00000267680,protein_coding,1590,0.0000%
ENSG00000197301,lncRNA,1590,0.0000%
ENSG00000100307,protein_coding,1591,0.0000%
ENSG00000139438,protein_coding,1594,0.0000%
ENSG00000123570,protein_coding,1595,0.0000%
ENSG00000133116,protein_coding,1595,0.0000%
ENSG00000103061,protein_coding,1595,0.0000%
ENSG00000115112,protein_coding,1595,0.0000%
ENSG00000197959,protein_coding,1595,0.0000%
ENSG00000137486,protein_coding,1596,0.0000%
ENSG00000205643,protein_coding,1596,0.0000%
ENSG00000163251,protein_coding,1597,0.0000%
ENSG00000197587,protein_coding,1597,0.0000%
ENSG00000198125,protein_coding,1599,0.0000%
ENSG00000151229,protein_coding,1600,0.0000%
ENSG00000155393,protein_coding,1600,0.0000%
ENSG00000000971,protein_coding,1600,0.0000%
ENSG00000160094,protein_coding,1602,0.0000%
ENSG00000275400,processed_pseudogene,1602,0.0000%
ENSG00000130772,protein_coding,1602,0.0000%
ENSG00000174899,transcribed_unitary_pseudogene,1602,0.0000%
ENSG00000188596,protein_coding,1602,0.0000%
ENSG00000205133,protein_coding,1603,0.0000%
ENSG00000166762,protein_coding,1603,0.0000%
ENSG00000269293,lncRNA,1603,0.0000%
ENSG00000196368,protein_coding,1604,0.0000%
ENSG00000214176,transcribed_unprocessed_pseudogene,1605,0.0000%
ENSG00000164142,protein_coding,1606,0.0000%
ENSG00000163463,protein_coding,1607,0.0000%
ENSG00000152117,transcribed_processed_pseudogene,1608,0.0000%
ENSG00000280347,TEC,1610,0.0000%
ENSG00000180739,protein_coding,1611,0.0000%
ENSG00000167861,protein_coding,1611,0.0000%
ENSG00000144061,protein_coding,1611,0.0000%
ENSG00000158220,protein_coding,1611,0.0000%
ENSG00000169085,protein_coding,1612,0.0000%
ENSG00000129158,protein_coding,1612,0.0000%
ENSG00000164010,protein_coding,1613,0.0000%
ENSG00000114737,protein_coding,1614,0.0000%
ENSG00000135299,protein_coding,1614,0.0000%
ENSG00000162614,protein_coding,1615,0.0000%
ENSG00000181027,protein_coding,1616,0.0000%
ENSG00000281181,lncRNA,1616,0.0000%
ENSG00000114251,protein_coding,1617,0.0000%
ENSG00000112406,protein_coding,1617,0.0000%
ENSG00000115604,protein_coding,1618,0.0000%
ENSG00000197114,protein_coding,1619,0.0000%
ENSG00000197496,protein_coding,1620,0.0000%
ENSG00000113494,protein_coding,1623,0.0000%
ENSG00000169122,protein_coding,1623,0.0000%
ENSG00000106780,protein_coding,1623,0.0000%
ENSG00000245060,lncRNA,1625,0.0000%
ENSG00000116604,protein_coding,1626,0.0000%
ENSG00000280128,TEC,1627,0.0000%
ENSG00000278023,protein_coding,1627,0.0000%
ENSG00000225973,protein_coding,1628,0.0000%
ENSG00000165914,protein_coding,1629,0.0000%
ENSG00000277462,protein_coding,1629,0.0000%
ENSG00000234147,lncRNA,1631,0.0000%
ENSG00000150593,protein_coding,1631,0.0000%
ENSG00000139631,protein_coding,1631,0.0000%
ENSG00000085644,protein_coding,1631,0.0000%
ENSG00000104892,protein_coding,1632,0.0000%
ENSG00000143387,protein_coding,1633,0.0000%
ENSG00000183060,protein_coding,1634,0.0000%
ENSG00000196843,protein_coding,1634,0.0000%
ENSG00000104497,protein_coding,1634,0.0000%
ENSG00000124467,protein_coding,1635,0.0000%
ENSG00000116667,protein_coding,1635,0.0000%
ENSG00000124613,protein_coding,1636,0.0000%
ENSG00000184060,protein_coding,1638,0.0000%
ENSG00000101098,protein_coding,1638,0.0000%
ENSG00000170917,protein_coding,1640,0.0000%
ENSG00000181031,protein_coding,1640,0.0000%
ENSG00000077150,protein_coding,1641,0.0000%
ENSG00000124635,protein_coding,1641,0.0000%
ENSG00000185115,protein_coding,1641,0.0000%
ENSG00000164638,protein_coding,1642,0.0000%
ENSG00000180914,protein_coding,1643,0.0000%
ENSG00000176396,protein_coding,1643,0.0000%
ENSG00000161642,protein_coding,1644,0.0000%
ENSG00000162959,protein_coding,1646,0.0000%
ENSG00000237289,protein_coding,1646,0.0000%
ENSG00000157693,protein_coding,1646,0.0000%
ENSG00000180596,protein_coding,1646,0.0000%
ENSG00000176024,protein_coding,1648,0.0000%
ENSG00000156453,protein_coding,1649,0.0000%
ENSG00000197892,protein_coding,1650,0.0000%
ENSG00000141564,protein_coding,1651,0.0000%
ENSG00000204599,protein_coding,1653,0.0000%
ENSG00000163393,protein_coding,1654,0.0000%
ENSG00000126561,protein_coding,1654,0.0000%
ENSG00000197385,protein_coding,1655,0.0000%
ENSG00000104852,protein_coding,1655,0.0000%
ENSG00000087152,protein_coding,1657,0.0000%
ENSG00000110881,protein_coding,1658,0.0000%
ENSG00000112562,protein_coding,1660,0.0000%
ENSG00000183674,lncRNA,1660,0.0000%
ENSG00000250312,protein_coding,1661,0.0000%
ENSG00000214110,transcribed_processed_pseudogene,1662,0.0000%
ENSG00000153485,protein_coding,1663,0.0000%
ENSG00000054219,protein_coding,1663,0.0000%
ENSG00000248124,transcribed_unprocessed_pseudogene,1664,0.0000%
ENSG00000112787,protein_coding,1664,0.0000%
ENSG00000177542,protein_coding,1664,0.0000%
ENSG00000173275,protein_coding,1664,0.0000%
ENSG00000147852,protein_coding,1665,0.0000%
ENSG00000270069,lncRNA,1666,0.0000%
ENSG00000165821,protein_coding,1666,0.0000%
ENSG00000134258,protein_coding,1666,0.0000%
ENSG00000186174,protein_coding,1666,0.0000%
ENSG00000178904,protein_coding,1666,0.0000%
ENSG00000165886,protein_coding,1668,0.0000%
ENSG00000167604,protein_coding,1668,0.0000%
ENSG00000163993,protein_coding,1668,0.0000%
ENSG00000171970,protein_coding,1668,0.0000%
ENSG00000236008,lncRNA,1669,0.0000%
ENSG00000134490,protein_coding,1669,0.0000%
ENSG00000145736,protein_coding,1669,0.0000%
ENSG00000281406,protein_coding,1670,0.0000%
ENSG00000105088,protein_coding,1671,0.0000%
ENSG00000158483,transcribed_unprocessed_pseudogene,1671,0.0000%
ENSG00000261188,lncRNA,1671,0.0000%
ENSG00000047597,protein_coding,1675,0.0000%
ENSG00000110944,protein_coding,1677,0.0000%
ENSG00000102890,protein_coding,1677,0.0000%
ENSG00000170684,protein_coding,1677,0.0000%
ENSG00000011243,protein_coding,1677,0.0000%
ENSG00000142686,protein_coding,1679,0.0000%
ENSG00000179023,protein_coding,1679,0.0000%
ENSG00000271133,lncRNA,1680,0.0000%
ENSG00000163602,protein_coding,1681,0.0000%
ENSG00000188070,protein_coding,1681,0.0000%
ENSG00000188818,protein_coding,1681,0.0000%
ENSG00000144868,protein_coding,1681,0.0000%
ENSG00000204178,protein_coding,1682,0.0000%
ENSG00000197582,processed_pseudogene,1684,0.0000%
ENSG00000278129,protein_coding,1684,0.0000%
ENSG00000133895,protein_coding,1685,0.0000%
ENSG00000088854,protein_coding,1685,0.0000%
ENSG00000254389,lncRNA,1685,0.0000%
ENSG00000074211,protein_coding,1686,0.0000%
ENSG00000227671,transcribed_unprocessed_pseudogene,1687,0.0000%
ENSG00000115226,protein_coding,1687,0.0000%
ENSG00000247400,lncRNA,1687,0.0000%
ENSG00000157240,protein_coding,1687,0.0000%
ENSG00000105559,protein_coding,1688,0.0000%
ENSG00000079432,protein_coding,1688,0.0000%
ENSG00000269825,protein_coding,1688,0.0000%
ENSG00000119938,protein_coding,1688,0.0000%
ENSG00000112183,protein_coding,1688,0.0000%
ENSG00000111181,protein_coding,1688,0.0000%
ENSG00000133943,protein_coding,1689,0.0000%
ENSG00000149798,protein_coding,1689,0.0000%
ENSG00000232006,lncRNA,1690,0.0000%
ENSG00000174579,protein_coding,1691,0.0000%
ENSG00000130700,protein_coding,1692,0.0000%
ENSG00000245958,transcribed_unprocessed_pseudogene,1693,0.0000%
ENSG00000103150,protein_coding,1695,0.0000%
ENSG00000179818,lncRNA,1696,0.0000%
ENSG00000159885,protein_coding,1698,0.0000%
ENSG00000141258,protein_coding,1698,0.0000%
ENSG00000092096,protein_coding,1699,0.0000%
ENSG00000148516,protein_coding,1699,0.0000%
ENSG00000170634,protein_coding,1699,0.0000%
ENSG00000261716,transcribed_unprocessed_pseudogene,1700,0.0000%
ENSG00000129455,protein_coding,1701,0.0000%
ENSG00000090971,protein_coding,1702,0.0000%
ENSG00000125812,protein_coding,1703,0.0000%
ENSG00000111261,protein_coding,1703,0.0000%
ENSG00000171097,protein_coding,1703,0.0000%
ENSG00000100441,protein_coding,1704,0.0000%
ENSG00000115526,protein_coding,1706,0.0000%
ENSG00000186314,protein_coding,1706,0.0000%
ENSG00000135083,protein_coding,1708,0.0000%
ENSG00000127995,protein_coding,1708,0.0000%
ENSG00000159263,protein_coding,1709,0.0000%
ENSG00000116095,protein_coding,1710,0.0000%
ENSG00000100425,protein_coding,1710,0.0000%
ENSG00000169247,protein_coding,1710,0.0000%
ENSG00000069493,protein_coding,1710,0.0000%
ENSG00000120093,protein_coding,1711,0.0000%
ENSG00000131620,protein_coding,1711,0.0000%
ENSG00000254837,lncRNA,1711,0.0000%
ENSG00000166987,protein_coding,1713,0.0000%
ENSG00000115594,protein_coding,1713,0.0000%
ENSG00000103723,protein_coding,1713,0.0000%
ENSG00000112210,protein_coding,1713,0.0000%
ENSG00000186132,protein_coding,1714,0.0000%
ENSG00000214357,protein_coding,1714,0.0000%
ENSG00000213123,protein_coding,1714,0.0000%
ENSG00000156313,protein_coding,1716,0.0000%
ENSG00000155592,protein_coding,1716,0.0000%
ENSG00000269958,lncRNA,1717,0.0000%
ENSG00000257727,protein_coding,1717,0.0000%
ENSG00000280385,TEC,1717,0.0000%
ENSG00000188827,protein_coding,1720,0.0000%
ENSG00000139133,protein_coding,1720,0.0000%
ENSG00000184205,protein_coding,1721,0.0000%
ENSG00000060491,protein_coding,1722,0.0000%
ENSG00000205847,unknow,1722,0.0000%
ENSG00000124549,unknow,1722,0.0000%
ENSG00000170037,protein_coding,1723,0.0000%
ENSG00000196391,protein_coding,1723,0.0000%
ENSG00000107485,protein_coding,1723,0.0000%
ENSG00000127507,protein_coding,1724,0.0000%
ENSG00000138738,protein_coding,1726,0.0000%
ENSG00000170439,protein_coding,1726,0.0000%
ENSG00000174839,protein_coding,1728,0.0000%
ENSG00000163644,protein_coding,1731,0.0000%
ENSG00000154529,protein_coding,1731,0.0000%
ENSG00000259943,lncRNA,1733,0.0000%
ENSG00000088876,protein_coding,1734,0.0000%
ENSG00000111271,protein_coding,1735,0.0000%
ENSG00000087008,protein_coding,1736,0.0000%
ENSG00000114859,protein_coding,1738,0.0000%
ENSG00000136114,protein_coding,1739,0.0000%
ENSG00000215039,lncRNA,1739,0.0000%
ENSG00000112144,protein_coding,1739,0.0000%
ENSG00000245694,lncRNA,1739,0.0000%
ENSG00000161791,protein_coding,1739,0.0000%
ENSG00000136542,protein_coding,1739,0.0000%
ENSG00000119227,protein_coding,1740,0.0000%
ENSG00000172977,protein_coding,1741,0.0000%
ENSG00000166401,protein_coding,1742,0.0000%
ENSG00000236144,lncRNA,1743,0.0000%
ENSG00000173894,protein_coding,1744,0.0000%
ENSG00000087085,protein_coding,1745,0.0000%
ENSG00000196981,protein_coding,1745,0.0000%
ENSG00000232093,lncRNA,1746,0.0000%
ENSG00000227674,lncRNA,1747,0.0000%
ENSG00000174943,protein_coding,1747,0.0000%
ENSG00000196470,protein_coding,1747,0.0000%
ENSG00000174928,protein_coding,1748,0.0000%
ENSG00000049283,protein_coding,1748,0.0000%
ENSG00000168944,protein_coding,1749,0.0000%
ENSG00000106993,protein_coding,1749,0.0000%
ENSG00000167637,protein_coding,1750,0.0000%
